accession,gene_name,condition,condition_label,mean_abundance,cv_pct,log2fc,detected,hcp_risk,abundance_rank
G3GSW2,MRPS22,control,Control (Standard),3.1687690893333333,16.26,,3,Medium,945
G3H025,MRPS5,control,Control (Standard),2519.6798951666665,1.9,,3,Trace,425
G3HXP6,UNKNOWN,control,Control (Standard),7570.756097333334,6.62,,3,Low,164
G3HC96,SRD5A1,control,Control (Standard),1.7223286096666666,28.58,,3,Medium,1085
G3GTL7,UNKNOWN,control,Control (Standard),73.366010626,126.2,,3,Medium,832
G3I5Y2,UNKNOWN,control,Control (Standard),74.63650247733334,114.08,,3,Trace,899
G3H018,UNKNOWN,control,Control (Standard),5.878214925999999,7.0,,3,Medium,1078
G3I364,LOC100769604,control,Control (Standard),14.592851377666667,21.66,,3,Medium,1084
G3H6W7,LOC100757586,control,Control (Standard),0.5334395113333333,45.95,,3,Medium,1103
G3IM07,UNKNOWN,control,Control (Standard),36.39049174666667,94.55,,3,Medium,955
G3HXF6,UNKNOWN,control,Control (Standard),315.71831553333334,8.14,,3,Medium,880
G3H1V1,LOC100753593,control,Control (Standard),4.264681734333333,18.52,,3,Medium,1127
G3HGD7,LOC100752312,control,Control (Standard),1.6857821369999997,26.5,,3,Trace,1104
G3HCA8,UNKNOWN,control,Control (Standard),533.4342296333334,4.56,,3,Trace,739
G3HEV4,LOC103163079,control,Control (Standard),0.001675284,111.67,,3,Medium,1082
G3HVW8,UNKNOWN,control,Control (Standard),1945.7319265666665,1.99,,3,Trace,385
G3GTW8,ADAMTS15,control,Control (Standard),98.59781136,2.33,,3,Trace,976
G3HGS9,AKAP11,control,Control (Standard),2489.4961734666667,6.58,,3,Medium,472
G3I8T1,AHDC1,control,Control (Standard),4414.639437666666,5.27,,3,Low,201
G3HF07,APC,control,Control (Standard),655.4072626333333,29.2,,3,Medium,357
G3HCP8,ADNP2,control,Control (Standard),135.95271215366665,109.7,,3,Medium,966
G3HH93,UNKNOWN,control,Control (Standard),533.5081589666667,4.15,,3,Medium,828
G3III4,UNKNOWN,control,Control (Standard),1115.3893259666668,6.52,,3,Medium,606
G3HHK9,UNKNOWN,control,Control (Standard),1327.9174398666667,0.84,,3,Medium,615
G3HU24,LOC100751755,control,Control (Standard),1013.2313642333332,19.19,,3,Trace,500
G3I8H6,GPT2,control,Control (Standard),3542.8398233333332,36.12,,3,Medium,486
G3GYP7,AKR1A1,control,Control (Standard),1073.2424622666667,5.61,,3,Medium,318
G3HUL2,UNKNOWN,control,Control (Standard),27.000256115333332,15.17,,3,Medium,623
G3HCK5,UNKNOWN,control,Control (Standard),230.77026434999996,51.25,,3,Medium,890
G3I0J3,ADD1,control,Control (Standard),5522.050844,5.55,,3,Low,184
G3GTT0,UNKNOWN,control,Control (Standard),491.58857063333335,9.62,,3,Trace,627
G3IAT1,UNKNOWN,control,Control (Standard),25.86543777733333,22.39,,3,Medium,708
G3HS16,SLC1A1,control,Control (Standard),4281.665789,3.34,,3,Medium,359
G3H008,UNKNOWN,control,Control (Standard),88.61156722666665,7.17,,3,Trace,891
G3H237,ANAPC7,control,Control (Standard),5630.562763333334,2.07,,3,Medium,369
G3HSN3,UNKNOWN,control,Control (Standard),839.92829189,8.81,,3,Medium,687
G3HGE5,UNKNOWN,control,Control (Standard),15052.184158333332,7.67,,3,Medium,209
G3ICK7,UNKNOWN,control,Control (Standard),666.8300263,44.6,,3,Medium,727
G3H7G5,UNKNOWN,control,Control (Standard),69.09050974333333,42.51,,3,Trace,957
G3I408,UNKNOWN,control,Control (Standard),2349.870392266667,21.74,,3,Medium,563
G3IFZ0,MKI67,control,Control (Standard),343.5676132333333,7.67,,3,Trace,733
G3H927,AZIN2,control,Control (Standard),341.8282111766667,57.89,,3,Medium,360
G3H316,AP3B1,control,Control (Standard),0.6348101283333333,71.22,,3,Medium,1170
Q6V9Y0,AP3M1,control,Control (Standard),132.19437774333332,62.87,,3,Medium,553
G3HRE2,UNKNOWN,control,Control (Standard),381.8346193,8.6,,3,Trace,786
G3GYA9,UNKNOWN,control,Control (Standard),3991.1212259999998,15.27,,3,Low,196
G3HMU8,UNKNOWN,control,Control (Standard),612.7828100666667,8.34,,3,Trace,680
G3IDF4,ARFIP2,control,Control (Standard),279.3882609666667,4.59,,3,Medium,898
G3IMR5,ASNSD1,control,Control (Standard),10937.731821,11.57,,3,Low,150
G3HYQ4,UNKNOWN,control,Control (Standard),2113.8003234000003,32.99,,3,Trace,362
G3GS44,UNKNOWN,control,Control (Standard),17.832948829,11.84,,3,Medium,684
G3HFL6,UNKNOWN,control,Control (Standard),4.247788023666667,50.01,,3,Medium,988
G3HCK3,CLPP,control,Control (Standard),560.0984985466667,92.88,,3,Medium,535
G3HH13,KCNJ8,control,Control (Standard),1053.0438832333332,18.16,,3,Medium,712
G3GZP6,UNKNOWN,control,Control (Standard),207.88857706666667,68.88,,3,Medium,652
G3GT91,BCL6,control,Control (Standard),601.2609459,28.31,,3,Trace,717
G3HE81,UNKNOWN,control,Control (Standard),2199.1082764999996,19.47,,3,Medium,504
G3HPL6,PRRC2C,control,Control (Standard),3617.055614333333,5.26,,3,Medium,379
G3I1K9,UNKNOWN,control,Control (Standard),138.54055362666665,42.51,,3,Trace,847
G3H2P3,UNKNOWN,control,Control (Standard),1280.6561597666666,5.8,,3,Medium,696
G3GU83,UNKNOWN,control,Control (Standard),929.0869893666667,8.8,,3,Trace,565
G3HXM5,UNKNOWN,control,Control (Standard),289.5444485333333,31.41,,3,Trace,800
G3I4A5,BOLA3,control,Control (Standard),953.7721447333333,22.87,,3,Medium,669
G3HQG5,UNKNOWN,control,Control (Standard),3289.6917470000003,3.12,,3,Trace,301
G3I911,UNKNOWN,control,Control (Standard),4939.567427666668,5.77,,3,Medium,381
G3H291,BRAP,control,Control (Standard),502.3716996,13.27,,3,Medium,869
G3I1P7,UNKNOWN,control,Control (Standard),24.234131150666666,63.1,,3,Medium,868
G3HDY8,KCTD1,control,Control (Standard),485.85392967000007,86.84,,3,Medium,785
G3HUX6,UNKNOWN,control,Control (Standard),68.46259331666667,52.21,,3,Medium,759
G3I9W1,UNKNOWN,control,Control (Standard),419.3500202333333,5.36,,3,Trace,607
G3HX31,UNKNOWN,control,Control (Standard),2097.9251709333334,10.25,,3,Medium,495
G3GWR5,UNKNOWN,control,Control (Standard),371.6008224666666,28.7,,3,Medium,635
G3GRX6,UNKNOWN,control,Control (Standard),113.33360522666668,12.14,,3,Medium,793
G3H750,CAST,control,Control (Standard),2231.0976978666663,2.42,,3,Trace,430
G3HAG0,CALB2,control,Control (Standard),44.63413288799999,39.78,,3,Trace,1009
G3I768,UNKNOWN,control,Control (Standard),837.58329958,5.04,,3,Medium,305
G3ICU8,UNKNOWN,control,Control (Standard),860.7850462,6.02,,3,Trace,587
G3H7L2,UNKNOWN,control,Control (Standard),300.32229920733334,147.64,,3,Medium,489
G3I2X9,UNKNOWN,control,Control (Standard),31.833887179333335,31.55,,3,Medium,1086
G3GTI2,CDC42EP4,control,Control (Standard),453.08922531666667,13.74,,3,Trace,681
G3HAM1,CDK5RAP1,control,Control (Standard),57.423354710000005,13.2,,3,Medium,838
G3H3F0,UNKNOWN,control,Control (Standard),582.4686561666667,4.79,,3,Medium,474
G3HFJ8,CDON,control,Control (Standard),352.07702209999997,23.73,,3,Medium,622
G3HRV9,RAD17,control,Control (Standard),934.9389325666667,13.41,,3,Medium,773
G3HIH2,UNKNOWN,control,Control (Standard),546.64353143,84.48,,3,Trace,654
G3HD28,UNKNOWN,control,Control (Standard),317.0194047433333,35.81,,3,Trace,723
G3H7W7,UNKNOWN,control,Control (Standard),38.99637273966667,12.39,,3,Medium,963
G3HVT4,UNKNOWN,control,Control (Standard),620.9536432666667,0.47,,3,Trace,593
G3HXM9,UNKNOWN,control,Control (Standard),4881.519336333334,6.62,,3,Medium,354
G3GSE1,CHD2,control,Control (Standard),370.9787646666667,7.39,,3,Trace,714
G3H0Q7,UNKNOWN,control,Control (Standard),57.32495561333334,25.43,,3,Medium,633
G3IBI9,UNKNOWN,control,Control (Standard),176.16401177,17.83,,3,Medium,582
G3H7Y0,COPA,control,Control (Standard),1883.6326909,18.2,,3,Medium,618
G3I3K7,UNKNOWN,control,Control (Standard),6.996917669999999,71.44,,3,Medium,1054
G3I0N6,CCDC6,control,Control (Standard),206.9260740666667,30.48,,3,Medium,643
G3H6E6,UNKNOWN,control,Control (Standard),1538.6425601666667,1.18,,3,Trace,451
G3IN53,UNKNOWN,control,Control (Standard),6418.690325333333,10.76,,3,Low,176
G3HUJ0,CCBE1,control,Control (Standard),461.06926360000006,10.62,,3,Trace,732
G3GUM5,NCAPD2,control,Control (Standard),6052.130092333333,8.13,,3,Low,198
G3GTW0,UNKNOWN,control,Control (Standard),10050.925349666666,3.71,,3,Low,136
G3GX88,UNKNOWN,control,Control (Standard),146.75160134333333,68.43,,3,Medium,614
G3HNY2,UNKNOWN,control,Control (Standard),2319.015555,32.84,,3,Medium,601
G3HHI9,UNKNOWN,control,Control (Standard),507.20441471333334,22.17,,3,Trace,646
G3I026,UNKNOWN,control,Control (Standard),276.03629189,13.69,,3,Medium,852
G3HBF0,UNKNOWN,control,Control (Standard),1644.4379831666665,1.63,,3,Trace,348
G3HT32,CUL2,control,Control (Standard),306.50144722333334,17.89,,3,Trace,825
G3HYW3,CUL4B,control,Control (Standard),224.40557029,67.4,,3,Medium,903
G3HXY7,UNKNOWN,control,Control (Standard),642.8679045026666,34.69,,3,Trace,631
G3HV59,UNKNOWN,control,Control (Standard),71.22455765333333,13.05,,3,Medium,584
G3IHD6,UNKNOWN,control,Control (Standard),50.05210607666667,34.45,,3,Medium,889
G3HPI5,LOC100764171,control,Control (Standard),271.99788233,31.79,,3,Medium,666
G3IHU5,UNKNOWN,control,Control (Standard),1074.9410116333333,6.42,,3,Trace,409
G3GYJ5,CKAP5,control,Control (Standard),12.505548136666667,38.12,,3,Medium,554
G3HGN5,UNKNOWN,control,Control (Standard),7710.647051333333,4.84,,3,Medium,345
G3IHL3,UNKNOWN,control,Control (Standard),340.95993415666663,15.39,,3,Trace,774
G3HTI1,UNKNOWN,control,Control (Standard),344.6371225326666,71.3,,3,Trace,743
G3HPG7,UNKNOWN,control,Control (Standard),2290.1030281,4.09,,3,Medium,465
G3I5P1,UNKNOWN,control,Control (Standard),2629.5810407333333,17.47,,3,Medium,214
G3I621,UNKNOWN,control,Control (Standard),220.46635321666668,19.34,,3,Trace,738
G3HSY8,UNKNOWN,control,Control (Standard),3321.040105666667,4.36,,3,Low,244
G3ICU5,UNKNOWN,control,Control (Standard),359.6252199666667,12.72,,3,Trace,639
G3H2M2,UNKNOWN,control,Control (Standard),818.3108549333334,7.9,,3,Trace,602
G3IB14,UNKNOWN,control,Control (Standard),1606.3601544333333,48.9,,3,Medium,372
G3GRM2,UNKNOWN,control,Control (Standard),175.57169513099998,30.95,,3,Medium,919
G3HFT4,UNKNOWN,control,Control (Standard),3688.275470666667,10.76,,3,Low,299
G3HTP2,UNKNOWN,control,Control (Standard),21.812523104000004,22.59,,3,Medium,1105
G3GZN0,DLGAP2,control,Control (Standard),80.69463521333334,20.4,,3,Trace,879
G3H0B2,UNKNOWN,control,Control (Standard),1209.7856943,21.8,,3,Trace,387
G3HMS1,UNKNOWN,control,Control (Standard),128.80955104666668,35.94,,3,Medium,752
G3GSC8,MCM8,control,Control (Standard),828.3722429666667,4.08,,3,Trace,484
G3I613,UNKNOWN,control,Control (Standard),28.8497971,72.02,,3,Medium,585
G3HFY0,TOP3B,control,Control (Standard),2069.2569329333332,23.37,,3,Trace,427
G3I1Z3,DDIT4,control,Control (Standard),1013.2074362333334,11.7,,3,Medium,672
G3IHK1,UNKNOWN,control,Control (Standard),419.9752779666667,9.93,,3,Medium,845
G3HNW4,POLR3B,control,Control (Standard),21.807472183333335,31.0,,3,Medium,682
G3HE29,UNKNOWN,control,Control (Standard),176.47833498,1.36,,3,Medium,676
G3HLV8,UNKNOWN,control,Control (Standard),92.60434368666665,72.03,,3,Medium,834
G3HID0,RPN1,control,Control (Standard),486.37945456666665,6.9,,3,Medium,801
G3I7I9,STT3A,control,Control (Standard),794.7426891233334,63.44,,3,Medium,307
G3GZA4,UNKNOWN,control,Control (Standard),4157.518617333333,4.07,,3,Medium,332
G3HAX3,UNKNOWN,control,Control (Standard),681.2149754000001,6.06,,3,Medium,371
G3GRD1,DUSP10,control,Control (Standard),9309.452457,4.2,,3,Medium,249
G3GYQ3,TESK2,control,Control (Standard),182.95977917666667,16.72,,3,Trace,843
G3HX47,UNKNOWN,control,Control (Standard),28.874306872000002,89.1,,3,Medium,912
G3HJ54,UNKNOWN,control,Control (Standard),0.371053951,58.3,,3,Medium,1149
G3H3E9,UNKNOWN,control,Control (Standard),2811.1488276666664,15.37,,3,Low,295
G3HQ04,DNAH6,control,Control (Standard),465.85690530000005,4.81,,3,Trace,780
G3HLD2,UNKNOWN,control,Control (Standard),1307.5489863666664,15.66,,3,Trace,540
G3IDF0,UNKNOWN,control,Control (Standard),1215.7948552666667,5.69,,3,Medium,719
G3I2J4,DNAL4,control,Control (Standard),366.34657479,9.65,,3,Medium,836
G3I0T8,LOC100774409,control,Control (Standard),1804.3479333999996,17.46,,3,Trace,324
G3HJ15,UNKNOWN,control,Control (Standard),4296.103153999999,2.38,,3,Medium,411
G3I9T8,RNF40,control,Control (Standard),6.678582703333333,56.12,,3,Medium,1048
G3H7C8,UNKNOWN,control,Control (Standard),10267.904269999999,9.27,,3,Medium,258
G3GWJ4,RNF6,control,Control (Standard),2782.2733563333336,5.85,,3,Trace,321
G3HXS7,SHPRH,control,Control (Standard),42.503526525,15.53,,3,Medium,787
G3HCI2,UHRF1,control,Control (Standard),122.35599782999999,0.79,,3,Medium,996
G3HR98,UNKNOWN,control,Control (Standard),102.45099947666665,20.39,,3,Trace,884
G3HXU3,UNKNOWN,control,Control (Standard),10903.362084,7.22,,3,Low,185
G3HDQ7,EHBP1,control,Control (Standard),433.0210066293334,131.43,,3,Medium,804
G3I4G0,EHD3,control,Control (Standard),1989.5520411,6.18,,3,Low,289
G3IDB9,ETFB,control,Control (Standard),368.67214065,91.33,,3,Medium,865
G3H7U7,UNKNOWN,control,Control (Standard),7.107710216,104.02,,3,Medium,1052
G3ICB6,UNKNOWN,control,Control (Standard),6.652531452999999,34.18,,3,Medium,959
G3HFH1,ELOVL1,control,Control (Standard),20.757074825,31.84,,3,Medium,876
G3HRG8,UNKNOWN,control,Control (Standard),595.3946721666667,9.99,,3,Trace,550
G3HIN1,UNKNOWN,control,Control (Standard),905.2401483,8.29,,3,Medium,670
G3HWJ4,UNKNOWN,control,Control (Standard),1273.4009618999999,74.21,,3,Trace,488
G3GUT4,UNKNOWN,control,Control (Standard),186.43103092700002,111.25,,3,Medium,480
G3GWM0,GSPT1,control,Control (Standard),97.67739804666667,25.33,,3,Medium,520
G3H1M4,EIF2S1,control,Control (Standard),1290.9902482999998,4.04,,3,Trace,479
G3HQ45,EIF2S3,control,Control (Standard),1962.5922996333331,27.02,,3,Trace,306
G3H9J8,XPOT,control,Control (Standard),7431.089468333333,7.82,,3,Medium,271
G3HU28,CAPZB,control,Control (Standard),2679.9820383333335,6.06,,3,Trace,363
G3H5Q6,FBXO11,control,Control (Standard),2.4960587016666667,89.52,,3,Medium,637
G3H7B0,FBXO34,control,Control (Standard),2708.5703949999997,1.24,,3,Medium,459
G3HYB6,UNKNOWN,control,Control (Standard),13.355439495333334,41.97,,3,Medium,1053
G3HWP7,UNKNOWN,control,Control (Standard),4366.817838999999,6.83,,3,Trace,302
G3GX35,UNKNOWN,control,Control (Standard),1.0596222143333334,59.08,,3,Medium,765
G3H439,UNKNOWN,control,Control (Standard),5056.665272333333,12.67,,3,Low,248
G3HRT4,UNKNOWN,control,Control (Standard),11327.758879333333,3.95,,3,Medium,265
G3I108,FRS3,control,Control (Standard),3450.6613641000004,8.45,,3,Trace,310
G3I1H3,UNKNOWN,control,Control (Standard),453.8475715133333,5.14,,3,Medium,822
G3HYV5,UNKNOWN,control,Control (Standard),3.406039238,117.68,,3,Medium,1179
G3HGG6,FIGNL1,control,Control (Standard),0.09824577833333333,78.41,,3,Medium,949
G3HFM4,FLNB,control,Control (Standard),3263.595506333333,16.18,,3,Low,237
G3GWH9,UNKNOWN,control,Control (Standard),1170.8204221666667,26.5,,3,Medium,281
G3HAI3,UNKNOWN,control,Control (Standard),3.896600575666667,6.61,,3,Medium,1113
G3HZV8,FOXO1,control,Control (Standard),1719.7633801666668,12.95,,3,Trace,501
G3GXK7,FOXO3,control,Control (Standard),1574.9320826333333,17.24,,3,Medium,693
G3H6M7,UNKNOWN,control,Control (Standard),0.37545528633333336,50.89,,3,Medium,1071
G3GYL9,FNBP4,control,Control (Standard),2868.959227333333,2.87,,3,Low,286
G3HNW7,LOC100760792,control,Control (Standard),885.2883509666666,3.21,,3,Trace,566
G3I1I6,FZD10,control,Control (Standard),2255.6846281,6.86,,3,Low,293
G3GYW8,UNKNOWN,control,Control (Standard),2038.5666124,2.45,,3,Trace,455
G3H5K4,UNKNOWN,control,Control (Standard),1344.7410568333332,13.5,,3,Trace,532
G3IAD2,UNKNOWN,control,Control (Standard),912.2168809333334,10.28,,3,Medium,709
G3HRU0,UNKNOWN,control,Control (Standard),3468.8620576666667,10.75,,3,Medium,494
G3HDW2,UNKNOWN,control,Control (Standard),898.0299635333334,4.9,,3,Trace,608
G3GVM2,UNKNOWN,control,Control (Standard),45.70269127,47.54,,3,Medium,1088
G3HT22,GPD2,control,Control (Standard),3087.3499596666666,8.33,,3,Medium,380
G3HH15,UNKNOWN,control,Control (Standard),459.0648959333333,11.54,,3,Medium,789
G3HZI4,GOLGA1,control,Control (Standard),414.2404134333333,11.69,,3,Medium,549
G3GVA0,UNKNOWN,control,Control (Standard),5.517189116,37.36,,3,Medium,948
G3HKZ4,UNKNOWN,control,Control (Standard),561.0515379,22.09,,3,Trace,651
G3IB96,UNKNOWN,control,Control (Standard),5725.235226333333,12.28,,3,Medium,330
G3I7Z5,UNKNOWN,control,Control (Standard),138.07806549333336,23.27,,3,Medium,667
G3HLR4,GHITM,control,Control (Standard),171.44910828000002,30.64,,3,Medium,675
G3IL34,UNKNOWN,control,Control (Standard),5904.783646333334,5.19,,3,Medium,404
G3I668,GNB2,control,Control (Standard),2953.484940766666,7.18,,3,Medium,468
G3HUR6,UNKNOWN,control,Control (Standard),2226.1537038,17.29,,3,Trace,377
G3IEP8,UNKNOWN,control,Control (Standard),15.857831429,133.27,,3,Trace,1133
G3HZK7,UNKNOWN,control,Control (Standard),9583.976250333333,0.48,,3,Medium,220
G3I6I8,UNKNOWN,control,Control (Standard),7219.817097366667,50.93,,3,Low,151
G3GWW1,UNKNOWN,control,Control (Standard),620.1929889333334,39.27,,3,Trace,683
G3I643,UNKNOWN,control,Control (Standard),163.32110525,22.09,,3,Medium,638
G3HXV2,HPS6,control,Control (Standard),327.70878810333335,103.91,,3,Medium,922
G3I486,HP1BP3,control,Control (Standard),36.373285599999996,43.21,,3,Medium,1007
G3GY08,UNKNOWN,control,Control (Standard),137.20411291666665,66.1,,3,Trace,940
G3HND2,HDAC6,control,Control (Standard),199.4860211833333,48.81,,3,Medium,974
G3IBS0,LOC100764795,control,Control (Standard),2.576027138666667,26.1,,3,Medium,1111
G3HDA4,UNKNOWN,control,Control (Standard),347.5596539333333,5.87,,3,Medium,841
G3IA03,UNKNOWN,control,Control (Standard),6.132758156666667,140.72,,3,Medium,1076
G3HFZ1,UNKNOWN,control,Control (Standard),341.99641389999994,38.65,,3,Medium,485
G3GV27,UNKNOWN,control,Control (Standard),135.60379160666665,22.79,,3,Trace,894
G3HJI5,UNKNOWN,control,Control (Standard),193.68810419,29.14,,3,Medium,588
G3H207,UNKNOWN,control,Control (Standard),17.883459686333335,56.16,,3,Trace,1077
G3GVG3,UNKNOWN,control,Control (Standard),683.4862217333333,9.46,,3,Trace,502
G3I5P3,UNKNOWN,control,Control (Standard),3801.4429947000003,22.97,,3,Low,294
G3HDZ7,UNKNOWN,control,Control (Standard),1715.4300054666667,23.66,,3,Trace,414
G3H8Q1,UNKNOWN,control,Control (Standard),7.973497350666666,13.7,,3,Medium,942
G3GUB8,UNKNOWN,control,Control (Standard),1575.9569022000003,2.62,,3,Medium,612
G3GVA1,UNKNOWN,control,Control (Standard),4986.565079999999,10.87,,3,Medium,383
G3I7E0,UNKNOWN,control,Control (Standard),50.60608266633333,66.92,,3,Medium,597
G3H8Z5,ITGB2,control,Control (Standard),269.09522483666666,4.18,,3,Medium,331
G3GRW0,IRF8,control,Control (Standard),361.4192518666667,11.86,,3,Trace,689
G3IFF2,UNKNOWN,control,Control (Standard),744.7450070133333,45.09,,3,Medium,191
G3HG73,ISG20L2,control,Control (Standard),2477.781058666667,11.3,,3,Low,266
G3GT77,UNKNOWN,control,Control (Standard),562.6477507666667,4.01,,3,Medium,436
G3GUS9,UNKNOWN,control,Control (Standard),8819.748186,12.16,,3,Low,199
G3GXN3,UNKNOWN,control,Control (Standard),10511.920357666668,7.45,,3,Low,180
G3HN11,UNKNOWN,control,Control (Standard),858.1877599866666,63.5,,3,Trace,464
G3GVE8,IQCE,control,Control (Standard),8615.445056333334,6.04,,3,Medium,292
G3H7E4,JRKL,control,Control (Standard),807.6581189333333,6.45,,3,Trace,529
G3IKI3,UNKNOWN,control,Control (Standard),353.9088186666667,2.92,,3,Trace,677
G3GTW3,UNKNOWN,control,Control (Standard),241.04382373333337,8.92,,3,Medium,653
G3I0T3,UNKNOWN,control,Control (Standard),1031.5548764066668,61.76,,3,Medium,736
G3IH23,UNKNOWN,control,Control (Standard),265.9062556666667,13.15,,3,Medium,837
G3GS37,KBTBD8,control,Control (Standard),5198.162138000001,29.1,,3,Medium,373
G3IBJ8,KLHL28,control,Control (Standard),6866.301435333334,25.26,,3,Medium,279
G3IMT7,UNKNOWN,control,Control (Standard),1606.5056087666665,5.61,,3,Medium,544
G3IKI7,UNKNOWN,control,Control (Standard),113.04573467,15.29,,3,Medium,1017
G3HTM1,KIF16B,control,Control (Standard),1116.8438745,19.13,,3,Medium,378
G3H4T6,UNKNOWN,control,Control (Standard),467.12617646666666,21.1,,3,Medium,771
G3IA86,LOC100770947,control,Control (Standard),1490.4345238966669,138.49,,3,Medium,239
G3H3J2,LAD1,control,Control (Standard),599.4389109,8.31,,3,Trace,592
G3HGW6,LAMA5,control,Control (Standard),4954.208118378666,96.53,,3,Medium,346
G3I0J9,UNKNOWN,control,Control (Standard),577.0244179333334,43.3,,3,Trace,586
G3H729,LCA5,control,Control (Standard),9746.489233,6.54,,3,Medium,236
G3IHH1,LETMD1,control,Control (Standard),0.4977848103333333,151.71,,3,Medium,1026
G3H6W2,LZTS1,control,Control (Standard),3363.3181087666667,17.23,,3,Low,227
